state_district,scst,stunting_rate,underweight_rate,wasting_rate,mean_haz,mean_waz,mean_whz,mean_age,mean_hhsize,mean_wealth,prop_literate,prop_male,prop_urban,pop_weighted,n_obs,state_name,district_name,survey_month,survey_year,post,phase2,months_since_covid
karnataka - chikkaballapura,1,0.46675429519075096,0.36401685061984534,0.15757297725330388,-183.78387554762776,-143.0461510363394,-55.82492067907766,25.117153782852082,6.262128014219246,-0.09252745058433161,0.7719571200093501,0.515530623285734,0.13637103033806858,65.096003,81,karnataka,chikkaballapura,4,2015,0,0,0
karnataka - chikmagalur,0,0.1535250708600323,0.13719589337702137,0.18289954645756784,-78.68868647672649,-85.4561859607833,-59.24238062794935,27.202795626081198,5.552775321849666,0.4276290336898122,0.9098225323181699,0.32959562029281064,0.30441425812246287,51.275026,63,karnataka,chikmagalur,3,2015,0,0,0
karnataka - chikmagalur,1,0.2559274878101858,0.2944776028195395,0.21503163422979613,-106.01855627824366,-147.7041960310303,-122.41219262200305,25.466910551716932,6.530195339768848,-0.1445323510666946,0.688834758137436,0.3765585736653669,0.09261478953853577,42.808692,55,karnataka,chikmagalur,3,2015,0,0,0
karnataka - chitradurga,0,0.294236168497469,0.2926572446137691,0.3423110958623052,-56.89336968109456,-137.0613606285715,-148.50597526625305,25.82924393934098,5.919995707420648,0.1275226432365712,0.9169153054060231,0.5184857814263145,0.3102960892066356,71.378995,63,karnataka,chitradurga,5,2015,0,0,0
karnataka - chitradurga,1,0.2976368222390883,0.29505610232496404,0.2872416436455379,-64.83992876838208,-137.326516645169,-139.8132951188685,25.236335117817067,6.632201928883189,-0.3796035213635624,0.8115836511225475,0.5489514046238082,0.07324592494489252,67.870984,66,karnataka,chitradurga,5,2015,0,0,0
karnataka - dakshina kannada,0,0.2451738917348067,0.2238857986115058,0.14513708673821993,-85.39063660849608,-101.22328644938402,-76.63131448052245,29.656631890215646,6.124161597766915,0.5617564248874285,0.9623496369463561,0.40612534927239785,0.41038059559693896,119.377813,84,karnataka,dakshina kannada,3,2015,0,0,0
karnataka - dakshina kannada,1,0.24063055404354278,0.11928075808665473,0.11947269488701191,-77.24084915780786,-111.71531345709336,-89.92877854238047,28.650677677795038,5.417815704489528,0.5322997158788131,0.8774892722642705,0.5324339909945703,0.5355808969304691,24.487227,17,karnataka,dakshina kannada,2,2015,0,0,0
karnataka - davanagere,0,0.47066644897942883,0.3655547437627491,0.1897460547332009,-169.52627282334208,-159.88462516455172,-89.84796719495213,26.14219824289583,6.817731639872635,0.501946861801393,0.8589654893553861,0.4371227138454529,0.3808134261784474,136.244398,108,karnataka,davanagere,5,2015,0,0,0
karnataka - davanagere,1,0.45870911623180655,0.5106704826576345,0.269052798632231,-199.19134385720025,-196.03483684151564,-115.16461213907534,24.486300381640945,7.284974633634427,-0.26317093055529844,0.7045365248361605,0.5046128624388554,0.07746798763409292,127.46012,85,karnataka,davanagere,5,2015,0,0,0
karnataka - dharwad,0,0.4063640905610129,0.43147436564935215,0.30985249879952187,-158.05188311894412,-182.42929305664308,-135.9823939170002,26.554808533747742,8.056691821679772,0.2500034742418032,0.8931161305581616,0.526363976625499,0.4738714262564404,161.845937,148,karnataka,dharwad,5,2015,0,0,0
karnataka - dharwad,1,0.3276602526519228,0.5746600456755668,0.4582037736890212,-149.36902948171968,-208.96229086460988,-177.07425024562903,25.817392353173837,6.75031842967494,0.1894715707616782,0.6540478423665071,0.5749701582888167,0.6655331766769603,42.623226,31,karnataka,dharwad,5,2015,0,0,0
karnataka - gadag,0,0.3582798636023005,0.3701403425136088,0.3959254546429625,-121.1420219586006,-180.07199644657166,-159.05283693209424,26.856382295071924,6.611220758071954,-0.12613129831755143,0.8658397421572452,0.480576613853568,0.3722439198617918,59.762005,93,karnataka,gadag,5,2015,0,0,0
karnataka - gadag,1,0.3624337125557188,0.3774403305634913,0.505482325506649,-55.9493531593338,-157.8494493909212,-178.0863864413641,26.70286219879676,5.7453531865704095,-0.49453125634091305,0.5045197871111445,0.5906442763300513,0.38234732709344876,22.469753,32,karnataka,gadag,5,2015,0,0,0
karnataka - gulbarga,0,0.4862053778839281,0.6185611225195884,0.3472748121213656,-215.36699841426784,-229.76230706936798,-153.34923734452553,26.488949603396765,7.549663280223564,-0.01878509600770202,0.5684176093674317,0.4516534187736486,0.32284148387563677,195.068881,130,karnataka,gulbarga,7,2015,0,0,0
karnataka - gulbarga,1,0.5958712377219868,0.5364156627057431,0.36438823023937184,-187.6770501632694,-206.25048599813144,-136.53169357184422,26.389301861754266,7.437031121599858,-0.3533372036528448,0.44690758182645224,0.5761018343841059,0.19463149820544845,144.756215,93,karnataka,gulbarga,7,2015,0,0,0
karnataka - hassan,0,0.32188248096946903,0.23446263090034267,0.16937786611818198,-96.27739142949582,-119.9205485703384,-96.44006799749685,27.561568159972257,5.669661705360696,0.48072177125996546,0.9697364128037819,0.4285513657406239,0.17345080533526816,75.854557,65,karnataka,hassan,3,2015,0,0,0
karnataka - hassan,1,0.29577848200002876,0.3373903362013878,0.21070691601075098,-126.02288883514082,-151.37324203056173,-113.83952819628804,27.44942759938384,5.686239095336505,-0.09454280064747812,0.8516101735577607,0.4245006810961508,0.16612102870643372,38.806562,32,karnataka,hassan,3,2015,0,0,0
karnataka - haveri,0,0.47678052297457774,0.37000268375553524,0.24308285579583336,-157.88909751793577,-168.90342127576326,-110.29701504138144,26.07298592360136,6.502376198138967,0.023940756286447235,0.8734209418890969,0.4663834712440885,0.1489312547724246,97.162352,101,karnataka,haveri,5,2015,0,0,0
karnataka - haveri,1,0.46058148918656544,0.3972362114467957,0.13226233085204697,-177.44816111699623,-160.74386877470585,-85.24691153986878,26.79190743109596,6.946876356521921,-0.3450730328962992,0.7026732836231541,0.5574621449312684,0.13671262945063917,57.626695,62,karnataka,haveri,5,2015,0,0,0
karnataka - kodagu,0,0.2762639093931073,0.23040973175774238,0.1705100772022241,-91.7202904580578,-116.4271469679951,-91.37989110665501,28.287515719505922,5.4140675360182815,0.7171963430375243,1.0,0.4781923535590177,0.13141004150187638,28.142583,68,karnataka,kodagu,4,2015,0,0,0
karnataka - kodagu,1,0.286191189351445,0.3386698006589052,0.18619502308233754,-107.88639235097193,-141.73095904552417,-116.06674987319391,26.591105635077884,5.9039811805527345,0.09111891254435484,0.8256485237504099,0.5058081519619416,0.11151409427462088,20.137042,48,karnataka,kodagu,3,2015,0,0,0
karnataka - kolar,0,0.32295659427202933,0.30063841872240793,0.22661626723895842,-137.72916715724858,-135.10188648575186,-74.34709582758855,25.601985359010772,5.629238395414899,0.4517590374984432,0.8772602523822578,0.6106808630991041,0.30238486574640966,74.86857499999999,67,karnataka,kolar,4,2015,0,0,0
karnataka - kolar,1,0.30097596903447194,0.29069900413193134,0.20555236341107838,-136.13215017726418,-145.10411762186453,-97.09857097510596,26.49292952199086,6.309120337162994,0.22128338134232664,0.921714022317642,0.5220538041791897,0.39218538283612536,89.702846,97,karnataka,kolar,4,2015,0,0,0
karnataka - koppal,0,0.5602553748505763,0.4835951413887652,0.25019713458558385,-204.27552275221154,-188.29062762338293,-102.11035662178321,25.772655020269042,7.584243872884507,-0.09939695991879555,0.6119704167760767,0.46537690117343394,0.18694129767819037,96.65478,125,karnataka,koppal,6,2015,0,0,0
karnataka - koppal,1,0.619137494956568,0.5286989809866781,0.22080969152883176,-236.0517054454228,-199.81209454636115,-89.51182907618401,26.03254842811814,9.375588701495689,-0.25611788698264937,0.5412693691314683,0.52599775554806,0.07482140807574784,84.129224,109,karnataka,koppal,6,2015,0,0,0
karnataka - mandya,0,0.1725613462976245,0.14784181872506558,0.2271522179461737,-49.404522807563815,-84.31808495519064,-76.36965091331491,25.902727401299202,6.345586463290784,0.3294954383274798,0.9443725418620877,0.4955243860711012,0.17827598767758687,104.094546,82,karnataka,mandya,3,2015,0,0,0
karnataka - mandya,1,0.2088310872216524,0.20797893755153024,0.2422663122687971,-87.54318004505264,-116.56497405023515,-101.00815991467194,25.492869017580944,6.328752578504331,0.14808204475782824,0.9586596104426951,0.5483874096443085,0.0884901600692113,55.882202,42,karnataka,mandya,3,2015,0,0,0
karnataka - mysore,0,0.22056037158009953,0.22252016037894562,0.12265330765529249,-96.31859970531754,-115.57022001243487,-88.20625604542468,24.86566474336363,5.491659692156202,0.47673087231092276,0.9594692092744593,0.5882507823713518,0.40244013859581335,130.717657,58,karnataka,mysore,3,2015,0,0,0
karnataka - mysore,1,0.35008678602691723,0.36576704795195897,0.24413398966883748,-129.92677774679225,-149.29102397416145,-111.00147308024714,24.90982887528006,5.925880031701981,-0.0793363803097809,0.9125754589264353,0.5205316596495647,0.25549354587878353,116.882295,55,karnataka,mysore,3,2015,0,0,0
karnataka - raichur,0,0.33326151923244496,0.38901979593495073,0.3488783156962979,-113.00033860808043,-154.29132781633993,-127.89652427849325,25.94727423816207,7.468557356433872,0.10086774911625124,0.6038795154639925,0.5250128658969613,0.30941317816683567,109.908777,103,karnataka,raichur,6,2015,0,0,0
karnataka - raichur,1,0.4133371489133101,0.49310442934441095,0.4120637334734644,-148.13926236545012,-199.4733444920595,-165.30271160051024,25.60435935989977,6.386611564316177,-0.40317112546505757,0.24948781807006956,0.48481895361024574,0.173632298621297,141.081217,137,karnataka,raichur,6,2015,0,0,0
karnataka - ramanagara,0,0.14263675883700735,0.22452437020275076,0.2554562029160088,-83.63302837575641,-127.80388042217804,-114.14259784003391,25.816792025476,5.4778492248823065,0.28541634262817694,0.8880401060905876,0.5738198680680028,0.17016493843670413,47.355002,63,karnataka,ramanagara,4,2015,0,0,0
karnataka - ramanagara,1,0.3580020045674487,0.26298983415377325,0.1190645625374233,-126.43293590411577,-123.9322077596035,-73.25203361729298,25.147296689484868,6.589410464326512,0.2194730304353248,0.9068640625260573,0.4934188642791517,0.1834464647444277,40.955469,51,karnataka,ramanagara,5,2015,0,0,0
karnataka - shimoga,0,0.36880288271618267,0.27099171293122454,0.12863790644550932,-116.85843942243731,-132.35840807439195,-91.17556846091615,27.33043729685796,6.151605577362103,0.27200606804195454,0.9349768774619944,0.48646129161187357,0.2392589898422427,111.043606,91,karnataka,shimoga,3,2015,0,0,0
karnataka - shimoga,1,0.3974064504846161,0.38316222359494034,0.17056310011765757,-133.99726577581865,-146.104531623822,-98.7152020837952,25.087281316287726,6.058143200593006,0.005361932676870523,0.9098221194189138,0.5944070724617895,0.18447469139761033,59.707979,45,karnataka,shimoga,3,2015,0,0,0
karnataka - tumkur,0,0.238964840857261,0.22280812835214395,0.21676210950554203,-75.02449294360254,-107.05728217130405,-88.1883071072339,25.903282787606397,6.096123687953425,0.22492651866409974,0.9695497670525921,0.5382654242061315,0.19185577740914223,125.516314,76,karnataka,tumkur,5,2015,0,0,0
karnataka - tumkur,1,0.32673774895938534,0.31656009061777673,0.2453641845391859,-123.79829283485677,-152.81066232016872,-114.31446283740584,26.437432475576205,6.026145944862931,-0.20057973345881094,0.852259976522602,0.567765256510515,0.13244742959840272,75.824416,50,karnataka,tumkur,5,2015,0,0,0
karnataka - udupi,0,0.14735616677285152,0.1494086208714714,0.1823061146542978,-53.70053296910743,-101.27908750399838,-104.69929647789421,29.285286715367494,6.3719111308754375,0.5931307646706551,0.9398513614961191,0.5531312385683065,0.24207234353681653,63.800696,80,karnataka,udupi,3,2015,0,0,0
karnataka - udupi,1,0.36662404328174036,0.29392203731701494,0.30289970642731107,-113.81458017163597,-144.53946732912,-110.79476249564652,26.57020134952688,6.754823551915698,0.08108701310670041,0.9411946369840425,0.47673580074962163,0.2597152131998115,26.160131,33,karnataka,udupi,3,2015,0,0,0
karnataka - uttara kannada,0,0.40517331507189497,0.3520908176760953,0.2743347342336603,-132.14410170471254,-155.75440339083562,-115.16654432878337,29.612693875812163,6.288408401877797,0.30931916348167254,0.9129598269789275,0.5144879483070981,0.2406618235512414,73.095374,73,karnataka,uttara kannada,3,2015,0,0,0
karnataka - uttara kannada,1,0.40095755907998787,0.39579458373296444,0.21883452779485243,-147.9030557809731,-171.8292875765751,-116.75576442703172,27.558313739195793,8.427389565221794,-0.08179307480227078,0.8764898207566045,0.557627778559654,0.06514985912360811,33.168084,35,karnataka,uttara kannada,2,2015,0,0,0
karnataka - yadgir,0,0.5758407467169808,0.46966622430753824,0.3467029011951484,-195.1627722356067,-185.1551640484857,-106.3737169703196,25.821090269460345,7.95251147187301,-0.12849247418254575,0.4490464837386549,0.5561655347013329,0.24895435697536736,68.054057,110,karnataka,yadgir,7,2015,0,0,0
karnataka - yadgir,1,0.5775648792002633,0.5707995841579668,0.3345399360319054,-181.59444814661373,-203.53158283686656,-135.02882528361556,25.977245365029972,7.1480795514596,-0.5568031867631722,0.21484335071147348,0.5161708871751483,0.13771387278938502,84.584042,138,karnataka,yadgir,6,2015,0,0,0
kerala - alappuzha,0,0.14314451177670892,0.21214470681893904,0.17846340232898625,-61.67424174097164,-98.67810982178258,-93.595828387994,29.5013333735456,5.230452273248875,1.0023707140989009,1.0,0.454191391775202,0.5665490489440062,125.931702,78,kerala,alappuzha,3,2016,0,0,0
kerala - alappuzha,1,0.07650229085911155,0.1441103533402525,0.15295815938775578,-25.258051269319154,-51.87436537151128,-60.26605440655683,29.64797615218566,5.161634679470387,0.5922411811037698,1.0,0.6206947951448875,0.46861104387241814,19.301056,12,kerala,alappuzha,3,2016,0,0,0
kerala - ernakulam,0,0.11637414626348921,0.14044391095381012,0.12249776664362326,-13.266731564500269,-74.7813792597195,-98.7708827998689,27.962235255153598,4.912724888659645,1.4104547921749602,1.0,0.33890015285985453,0.6817032394976046,153.909606,59,kerala,ernakulam,4,2016,0,0,0
kerala - ernakulam,1,0.22012016833818676,0.17175218855731444,0.1002647327485351,-40.42946228673548,-60.15935453836414,-49.1611866780947,27.99769318052998,5.070499048379201,0.8197777271087507,0.9317692668458112,0.3918633857524063,0.6815002499439552,40.463071,19,kerala,ernakulam,4,2016,0,0,0
kerala - idukki,0,0.17165518596797485,0.163038885628363,0.23584271120819364,-21.204579728079732,-64.82730863292436,-79.13361577899947,28.01295722777134,5.333066722760733,0.49905767267930273,0.9800055375917454,0.3895302772728632,0.04781844293369952,39.081971,46,kerala,idukki,5,2016,0,0,0
kerala - idukki,1,0.1825541959464959,0.19159772611184706,0.3086296509069718,-83.1393376988148,-124.34454825996124,-105.14294806838652,27.013902556413683,4.855134120000801,0.09532158938836471,1.0,0.6603656198869662,0.0,16.95422,19,kerala,idukki,4,2016,0,0,0
kerala - kannur,0,0.20420571686776484,0.11265809015274819,0.07613388431397607,-105.79911670534759,-64.37712167945206,-11.461871057282655,29.916411704363217,5.84841008466055,1.037302110907454,1.0,0.5329754681686367,0.7291854289337166,123.047275,65,kerala,kannur,7,2016,0,0,0
kerala - kannur,1,0.25842043279698446,0.0,0.39019376449794874,-6.1981424473313895,-90.35761650446176,-144.39342105502004,29.444351172613153,3.7803875289958975,1.3340115000073616,1.0,1.0,0.6098062355020514,4.958029,3,kerala,kannur,7,2016,0,0,0
kerala - kasaragod,0,0.26974950303176265,0.16586548470785953,0.09182091368649378,-113.96946699879521,-117.33591985769026,-74.70618714981181,28.57224953886285,5.715638936815546,0.8725897331006454,0.9835485662600213,0.5143528322263766,0.28308618836434807,61.817834,66,kerala,kasaragod,7,2016,0,0,0
kerala - kasaragod,1,0.18766646997291883,0.0925086307286222,0.2877023807265421,-83.75350629070539,-118.7941648187106,-97.42574553087509,27.273731217161544,6.305558661830196,-0.11197864626942516,0.8149827385427556,0.5468889106328114,0.0,12.018684,11,kerala,kasaragod,7,2016,0,0,0
kerala - kollam,0,0.22165450989318822,0.12727762699221135,0.14173373437822828,-80.25309963188836,-91.32884939134551,-68.29114483232271,29.32699668585404,4.988891101956536,1.1895326801295087,1.0,0.4785711529360043,0.4485895810410191,133.19872,65,kerala,kollam,3,2016,0,0,0
kerala - kollam,1,0.13036786302009012,0.29336925605201897,0.2723714739535596,-66.69379609845765,-110.36122145605769,-100.55401717858861,27.647984275232567,5.181212334504995,0.6079907158980412,1.0,0.7309475675279283,0.1968024334574157,34.759433,17,kerala,kollam,4,2016,0,0,0
kerala - kottayam,0,0.2380833317753935,0.13694535982190387,0.19308979262412054,-94.52411516278234,-91.31215074841325,-56.07868208166671,30.267780457286516,5.562769463997051,1.0885439954032237,0.9902348356508714,0.5463692555014517,0.2609829189024767,120.244264,79,kerala,kottayam,5,2016,0,0,0
kerala - kottayam,1,0.06860815787683334,0.24099640360196184,0.24099640360196184,-71.87176269777503,-125.73493480512877,-115.50852969101054,30.484121063952088,5.279596604065965,0.4674175304068747,1.0,0.4986463584163067,0.06860815787683334,18.152885,12,kerala,kottayam,5,2016,0,0,0
kerala - kozhikode,0,0.1739724882608013,0.09630887352954311,0.10683190248764261,-54.98124586529483,-36.48321684253097,-9.815003900641932,29.452757635997365,5.460918882428814,1.1661260539204492,1.0,0.5139616912002312,0.7596130995654873,137.633756,62,kerala,kozhikode,5,2016,0,0,0
kerala - kozhikode,1,0.4911190059825126,0.4911190059825126,0.0,-148.4683169811321,-92.32549053535818,-15.76061776346065,26.049375425678786,6.002489829728486,0.46582875620800734,1.0,0.6600911796287775,0.3265827274121798,8.14875,5,kerala,kozhikode,6,2016,0,0,0
kerala - malappuram,0,0.1357876586760494,0.03242377117109138,0.2185697827133652,-68.82707616938472,-76.48855403960407,-52.574921784179516,28.08807565954812,6.562750567508494,1.1218185334421804,1.0,0.33406434226715404,0.49571091356055036,68.837736,27,kerala,malappuram,5,2016,0,0,0
kerala - malappuram,1,0.1939793378789011,0.10087734059376834,0.16838421285106883,-42.04072255246959,-105.04130161513496,-112.17244194874912,27.690550006854664,5.542371799150021,0.4187453984859642,0.9068980027148672,0.3958710363898312,0.25547684253218506,26.295945,11,kerala,malappuram,5,2016,0,0,0
kerala - palakkad,0,0.2111763621169846,0.20583250353627805,0.09322462761537519,-101.4286787045113,-107.19212031943921,-70.120559062099,28.522332505255047,5.656904557741509,0.7932995761509704,1.0,0.36719631128515906,0.17646380563587633,207.997645,94,kerala,palakkad,6,2016,0,0,0
kerala - palakkad,1,0.2872624154604911,0.2561105590337589,0.10031464170142564,-133.19073679488594,-112.78553733051525,-57.669077583815884,27.789854493757346,5.718432588404279,0.3152464005991982,0.9382277843316483,0.5960728971836992,0.12100232734704808,92.397479,42,kerala,palakkad,6,2016,0,0,0
kerala - pathanamthitta,0,0.1675538355295437,0.10250186206625858,0.1686264450790999,-41.583731311716534,-64.97622984073797,-61.4162531748874,29.57705164371187,5.055607267802535,0.9248461545865881,1.0,0.5342263633685415,0.0452253361648673,59.948189,58,kerala,pathanamthitta,3,2016,0,0,0
kerala - pathanamthitta,1,0.24696963130118144,0.24253537774629844,0.15046560446460194,-129.61845564206695,-149.6136440537652,-107.39627566802982,27.95480000212904,6.576880243836185,0.24153750659005158,1.0,0.3484136543092864,0.0856108384226001,21.042324,20,kerala,pathanamthitta,3,2016,0,0,0
kerala - thiruvananthapuram,0,0.22697254541498482,0.25390252441879685,0.12180368554547201,-83.31757371789732,-89.66296148470529,-53.83388004590837,27.90582261548424,5.108137044616851,0.9921021055732017,1.0,0.40388465736220114,0.5331162650119187,179.954095,72,kerala,thiruvananthapuram,3,2016,0,0,0
kerala - thiruvananthapuram,1,0.10358487752975709,0.27359460135924496,0.17000972382948784,-86.62333115674984,-100.82256601861573,-78.91798497370065,28.504999772985133,5.056296933457009,0.6656177543278384,1.0,0.6304575098027945,0.4178713884680617,64.268918,26,kerala,thiruvananthapuram,3,2016,0,0,0
kerala - thrissur,0,0.20621348812623422,0.11063343941842356,0.1063081895994716,-72.25837929395878,-72.61280530626175,-43.10196293779433,27.807669891730832,6.1523615297288545,1.0621959859097039,1.0,0.518398688821473,0.6838700271680634,161.383973,72,kerala,thrissur,4,2016,0,0,0
kerala - thrissur,1,0.30436978162161893,0.16396557298376085,0.265649262641346,-125.49668671327277,-110.14019121714415,-61.85291016503253,27.9612153367144,4.758200538935593,0.6912292378325812,1.0,0.16546353344170878,0.7025787862169433,25.925918,11,kerala,thrissur,5,2016,0,0,0
kerala - wayanad,0,0.31678755276704595,0.2465380624249621,0.14938688320951346,-124.20745763320265,-127.24207302246433,-80.85570491561676,29.148893248907214,5.312755124493213,0.721690013705583,1.0,0.4074666761468015,0.013036301380619418,28.972865,62,kerala,wayanad,5,2016,0,0,0
kerala - wayanad,1,0.28193998550790694,0.3734477533175053,0.3323206948771544,-132.22395252816213,-171.05035449879546,-135.2285868087299,27.40518470889564,5.0495276885990465,-0.2592019266441689,0.9053757792701795,0.5227481099194247,0.0,31.857372,58,kerala,wayanad,6,2016,0,0,0
lakshadweep - lakshadweep,1,1.0,0.0,0.0,-296.0,-192.0,-30.0,26.0,6.999999999999999,1.05544,1.0,1.0,1.0,0.037737,1,lakshadweep,lakshadweep,8,2016,0,0,0
madhya pradesh - alirajpur,0,0.21973678534987698,0.2667371438090677,0.1574658422601075,-110.91602498505178,-122.18821598876728,-88.78206331936184,28.202331806783057,7.373098753275959,1.0827236233363626,0.8918070507881639,0.6147876315218005,0.6162294629656624,5.378576,18,madhya pradesh,alirajpur,3,2015,0,1,0
madhya pradesh - alirajpur,1,0.4991169636649162,0.5398357875083093,0.34007761648335766,-179.43846444109312,-208.00489596992998,-149.42587720613855,27.073792158274408,8.28898775640687,-0.9803246160853288,0.12374047609282657,0.4931794746773426,0.023501204105468645,207.861775,669,madhya pradesh,alirajpur,3,2015,0,1,0
madhya pradesh - anuppur,0,0.27234194729967337,0.3009879903797477,0.29700476711514845,-118.58449226347062,-149.75627774326887,-118.2874592371504,27.066039092877112,7.217883589054721,-0.07361430289649026,0.8738673262033297,0.5966405304477581,0.29778990336736727,49.824473,114,madhya pradesh,anuppur,4,2015,0,1,0
madhya pradesh - anuppur,1,0.3595080444504916,0.43812185156829486,0.3122311725127435,-159.3670903097237,-186.97151255388124,-135.7421518144155,25.946895681968147,6.638497032843326,-0.886277903783957,0.6381436901676645,0.5235630352416203,0.14965843258157607,94.163548,215,madhya pradesh,anuppur,4,2015,0,1,0
madhya pradesh - ashoknagar,0,0.39479672957944567,0.4033575166832444,0.2671296917963488,-145.58302916701624,-170.22374689822132,-122.79289618811627,26.60248543772557,6.993888325411819,-0.21605451469675452,0.5085169001399823,0.47980743799861686,0.21012223529122906,100.029704,239,madhya pradesh,ashoknagar,5,2015,0,1,0
madhya pradesh - ashoknagar,1,0.4894007991446183,0.5515442492369064,0.3518568636218387,-186.73758618926385,-213.07842447158168,-146.85083614181755,26.39270835403009,6.546953370837191,-0.7415589052980235,0.37250582603386395,0.5395513894382049,0.05952767913358765,62.560141,149,madhya pradesh,ashoknagar,5,2015,0,1,0
madhya pradesh - balaghat,0,0.32863208346674,0.4506460123212076,0.3405870492080092,-147.6090847689919,-193.752683388919,-158.63714024825524,27.29271947800931,6.63288716885034,-0.5453730190430405,0.8406726946698088,0.5094203515549918,0.11238526334651693,247.210997,238,madhya pradesh,balaghat,5,2015,0,1,0
madhya pradesh - balaghat,1,0.330373293976601,0.3791375839577497,0.3185660737384522,-122.34358532073978,-166.73939285505756,-139.42964067077654,27.080000023660237,6.714859074013713,-0.8321755051947856,0.7946645624027123,0.42661797523551165,0.07237651481660189,99.745408,96,madhya pradesh,balaghat,5,2015,0,1,0
madhya pradesh - barwani,0,0.3624486504352578,0.3735649298481678,0.1917100673762323,-155.03490353472063,-165.7077087568218,-109.51757275042857,26.523590951540296,7.078845823717657,0.1163241183271188,0.5583359780340637,0.46934005278088325,0.24305281462959222,77.667893,119,madhya pradesh,barwani,3,2015,0,1,0
madhya pradesh - barwani,1,0.5663703590997239,0.6016895119078419,0.304978553610701,-214.37477180148645,-227.35374933954134,-148.31728052916986,25.507798125468536,8.234223600484318,-0.9711674774012098,0.22152605706665301,0.5408752181451861,0.04676435974688556,307.833403,487,madhya pradesh,barwani,3,2015,0,1,0
madhya pradesh - betul,0,0.2825044860687509,0.35751120840844897,0.3054575112398019,-102.54861945459606,-158.89000165517012,-146.7019695361164,26.88152221840147,6.690079900415748,0.3120389330158023,0.9069382948032145,0.5766369347290685,0.30333016610997887,108.303066,125,madhya pradesh,betul,6,2015,0,1,0
madhya pradesh - betul,1,0.38612802995633,0.5177913319480121,0.3737425563243445,-144.79968070143983,-194.23374617160883,-160.23901037937785,26.067492632727326,6.774444480352786,-0.9098095396670305,0.5304825702297037,0.48701911598119696,0.03769455685204881,150.599489,178,madhya pradesh,betul,6,2015,0,1,0
madhya pradesh - bhind,0,0.4425382935581166,0.48841786194532855,0.30398216478309614,-178.31647442871545,-199.71840071095664,-141.27352003604557,26.152938857100494,7.145481441352945,-0.04629046584501584,0.6674037972251913,0.6025756862201198,0.3453900690242295,213.764936,271,madhya pradesh,bhind,6,2015,0,1,0
madhya pradesh - bhind,1,0.5375835575953839,0.5347103637302857,0.3294165265923876,-196.1058977255412,-210.8986737187159,-145.12921377582953,26.580230222810567,6.706845716191818,-0.4707511942491733,0.5619486443915805,0.48959040939802007,0.40862732387276013,97.413197,119,madhya pradesh,bhind,6,2015,0,1,0
madhya pradesh - bhopal,0,0.5314192606194662,0.4182290749350851,0.19835267866396233,-216.11709121012348,-180.14684091203037,-82.89663770430226,26.969970386434632,5.41919262827489,0.542737095728514,0.7428967356629392,0.5235241913175845,0.6863534915744433,201.084872,151,madhya pradesh,bhopal,7,2015,0,1,0
madhya pradesh - bhopal,1,0.4412398898900791,0.37994551432735596,0.2582959935164213,-170.53977846932588,-157.16808925592196,-87.0740094182467,25.98885694785281,5.435248135950125,0.3420401073271329,0.6876172554278754,0.5098228401620559,0.8119301502793711,95.20668,68,madhya pradesh,bhopal,6,2015,0,1,0
madhya pradesh - burhanpur,0,0.4247644769416759,0.35201095865425874,0.14864112614039945,-166.697348809709,-157.65963033857358,-92.05470038628702,25.950605345330967,6.732503093830106,0.4060554606205453,0.7615265843316177,0.5381278148202147,0.4154468549977959,57.415079,313,madhya pradesh,burhanpur,4,2015,0,1,0
madhya pradesh - burhanpur,1,0.5717153158714212,0.5918526272144664,0.27668901967996995,-215.2975498687448,-224.9832903077649,-144.90640512024325,25.989258947645965,6.976080471189343,-0.9975616166171654,0.30260838421785646,0.5085896032068257,0.051594795452147145,58.573311,263,madhya pradesh,burhanpur,4,2015,0,1,0
madhya pradesh - chhatarpur,0,0.4354830307730981,0.4197238547736021,0.18107460676776135,-173.97350430979233,-168.45138445099948,-99.16921395830879,25.965302086158598,7.378410269548032,-0.4815708352201379,0.5864806367810511,0.5504787346856245,0.1527346440935845,235.39092399999998,258,madhya pradesh,chhatarpur,3,2015,0,0,0
madhya pradesh - chhatarpur,1,0.45050289305237917,0.3930748216123284,0.17811531449396983,-179.6719684591989,-163.57564564899536,-86.2674242444819,26.115967917265145,6.744476780519555,-0.7380806073685033,0.4379215137978806,0.5323383579748527,0.1708620940232931,108.611065,114,madhya pradesh,chhatarpur,3,2015,0,0,0
madhya pradesh - chhindwara,0,0.2706249561823331,0.34345274389317715,0.30702040589851215,-129.32138217766615,-158.0696652425239,-126.22903164224157,26.150950144441914,7.126327709179203,0.039819295794434474,0.8190388962707599,0.5505748310248998,0.3262153807770868,175.286033,147,madhya pradesh,chhindwara,5,2015,0,1,0
madhya pradesh - chhindwara,1,0.41204425485729446,0.4583210708619638,0.3076173716201652,-164.37847728407556,-189.91852214136583,-143.79542368411364,25.767241236812264,6.797849106863233,-0.9366813250656879,0.5532984856331826,0.4884417509002423,0.12048244411557849,184.757482,160,madhya pradesh,chhindwara,6,2015,0,1,0
madhya pradesh - damoh,0,0.39314474460072907,0.35003767869195307,0.2587917653298836,-138.03322758669628,-154.8169206222239,-107.47844440619858,24.886022643131664,6.598879009964334,-0.4671461427117195,0.7932292670184136,0.604410829739344,0.17141043461840136,126.404335,158,madhya pradesh,damoh,2,2015,0,0,0
